,sdg,relevance,fos_ids,fos_names,publication
1,SDG_2,2.0,"2992029884, 113513581","Illegal fishing, Exclusive economic zone",https://marineinfo.org/id/publication/363808
2,SDG_14,2.0,"2992029884, 113513581","Illegal fishing, Exclusive economic zone",https://marineinfo.org/id/publication/363808
0,SDG_9,3.0,121327165,Submarine,https://marineinfo.org/id/publication/310835
0,SDG_9,2.0,154945302,Artificial intelligence,https://marineinfo.org/id/publication/368837
1,SDG_3,1.0,2776962539,Lagging,https://marineinfo.org/id/publication/368837
0,SDG_14,8.0,"21790881, 2777704720","Deep sea, Whale",https://marineinfo.org/id/publication/287943
1,SDG_2,4.0,2777704720,Whale,https://marineinfo.org/id/publication/287943
2,SDG_13,1.0,169752599,Recovery,https://marineinfo.org/id/publication/287943
0,SDG_3,6.0,"186079640, 2778514504, 2780936613","Prevalence, Muscle tissue, Abdominal cavity",https://marineinfo.org/id/publication/352005
0,SDG_2,1.0,91067096,Megafauna,https://marineinfo.org/id/publication/369132
1,SDG_15,1.0,91067096,Megafauna,https://marineinfo.org/id/publication/369132
0,SDG_14,6.0,"21790881, 130217890, 505870484, 2780853707","Deep sea, Biodiversity, Fishery, Deep-water coral",https://marineinfo.org/id/publication/306777
1,SDG_2,5.0,"505870484, 130217890, 112149622, 2780853707","Fishery, Biodiversity, Biotope, Deep-water coral",https://marineinfo.org/id/publication/306777
2,SDG_15,5.0,"2779043415, 112149622","Mediterranean sea, Biotope",https://marineinfo.org/id/publication/306777
0,SDG_2,2.0,2986433049,Baltic sea,https://marineinfo.org/id/publication/367186
1,SDG_14,2.0,2986433049,Baltic sea,https://marineinfo.org/id/publication/367186
2,SDG_6,1.0,94747663,Spatial variability,https://marineinfo.org/id/publication/367186
0,SDG_11,3.0,541528975,Cycling,https://marineinfo.org/id/publication/352318
1,SDG_2,1.0,24717449,Primary production,https://marineinfo.org/id/publication/352318
2,SDG_3,1.0,182215343,Respiration,https://marineinfo.org/id/publication/352318
0,SDG_14,16.0,"2779000468, 158836135, 2779290800, 2983223943","Sprat, Zooplankton, Herring, North sea",https://marineinfo.org/id/publication/232720
1,SDG_2,11.0,"2779000468, 115961737, 152382732, 2779290800","Sprat, Juvenile, Shore, Herring",https://marineinfo.org/id/publication/232720
2,SDG_3,1.0,2779422922,Stomach,https://marineinfo.org/id/publication/232720
0,SDG_2,8.0,"2993498417, 143020374, 2779735984","Reef system, Coral, Jellyfish",https://marineinfo.org/id/publication/295250
1,SDG_14,8.0,"2993498417, 143020374, 2779735984","Reef system, Coral, Jellyfish",https://marineinfo.org/id/publication/295250
0,SDG_14,3.0,"559758991, 130217890, 86909935","Algae, Biodiversity, Aquaculture",https://marineinfo.org/id/publication/340075
1,SDG_3,2.0,"130217890, 523546767","Biodiversity, Bacteria",https://marineinfo.org/id/publication/340075
2,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/340075
0,SDG_14,9.0,"2993233962, 2992865997","Coral skeleton, Aquatic organisms",https://marineinfo.org/id/publication/365024
1,SDG_2,8.0,2993233962,Coral skeleton,https://marineinfo.org/id/publication/365024
2,SDG_3,6.0,"2780182762, 116263406, 120095434, 2778248901, 53164099","Guideline, Acute toxicity, Sloughing, Dismutase, Chronic toxicity",https://marineinfo.org/id/publication/365024
0,SDG_6,2.0,67715294,Wetland,https://marineinfo.org/id/publication/289546
1,SDG_15,2.0,67715294,Wetland,https://marineinfo.org/id/publication/289546
0,SDG_15,2.0,2778830712,Nematode,https://marineinfo.org/id/publication/312841
1,SDG_3,1.0,109051061,Biomonitoring,https://marineinfo.org/id/publication/312841
0,SDG_15,3.0,"2779043415, 194229684, 30968088","Mediterranean sea, Values, Diversity index",https://marineinfo.org/id/publication/325264
1,SDG_4,1.0,2780623907,Disadvantaged,https://marineinfo.org/id/publication/325264
0,SDG_3,4.0,"2779652045, 547475151, 2777728882","Pharmaceutical industry, Escherichia coli, Phenols",https://marineinfo.org/id/publication/311905
1,SDG_2,2.0,2986842804,Black sea,https://marineinfo.org/id/publication/311905
2,SDG_14,2.0,2986842804,Black sea,https://marineinfo.org/id/publication/311905
0,SDG_2,3.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/383640
1,SDG_14,3.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/383640
0,SDG_14,19.0,"136894858, 2993244835, 518008717, 113416529","Sea ice, Marine biodiversity, Arctic, Marine conservation",https://marineinfo.org/id/publication/357890
1,SDG_13,12.0,518008717,Arctic,https://marineinfo.org/id/publication/357890
2,SDG_2,4.0,113416529,Marine conservation,https://marineinfo.org/id/publication/357890
0,SDG_3,1.0,2777786686,Penis,https://marineinfo.org/id/publication/333925
0,SDG_2,1.0,2779623515,Coralline algae,https://marineinfo.org/id/publication/323497
1,SDG_11,1.0,128570904,Building,https://marineinfo.org/id/publication/323497
2,SDG_14,1.0,2779623515,Coralline algae,https://marineinfo.org/id/publication/323497
0,SDG_15,9.0,"176585087, 154575652, 68874143","Bioindicator, Reforestation, Mangrove",https://marineinfo.org/id/publication/347960
1,SDG_2,4.0,68874143,Mangrove,https://marineinfo.org/id/publication/347960
2,SDG_14,4.0,"129513315, 2780495617","Salinity, Marine life",https://marineinfo.org/id/publication/347960
0,SDG_2,1.0,2776841996,Shrimp,https://marineinfo.org/id/publication/360091
1,SDG_4,1.0,108771440,Lifelong learning,https://marineinfo.org/id/publication/360091
2,SDG_14,1.0,2776841996,Shrimp,https://marineinfo.org/id/publication/360091
0,SDG_11,4.0,"55958113, 35219183","Indigenous, Portuguese",https://marineinfo.org/id/publication/287750
0,SDG_2,6.0,2776191655,Ecoregion,https://marineinfo.org/id/publication/356247
1,SDG_15,6.0,2776191655,Ecoregion,https://marineinfo.org/id/publication/356247
0,SDG_3,1.0,2778163477,Cholesterol,https://marineinfo.org/id/publication/287832
1,SDG_11,1.0,105297191,Folklore,https://marineinfo.org/id/publication/287832
2,SDG_13,1.0,530467964,Carbon dioxide,https://marineinfo.org/id/publication/287832
0,SDG_14,2.0,"153102810, 2984876570","Diel vertical migration, Pacific ocean",https://marineinfo.org/id/publication/339935
1,SDG_2,1.0,153102810,Diel vertical migration,https://marineinfo.org/id/publication/339935
0,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/354707
0,SDG_14,3.0,"2983338891, 2777626579","Great barrier reef, Anthozoa",https://marineinfo.org/id/publication/360249
1,SDG_2,2.0,2983338891,Great barrier reef,https://marineinfo.org/id/publication/360249
2,SDG_11,1.0,115051666,Ranging,https://marineinfo.org/id/publication/360249
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/339872
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/339872
2,SDG_14,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/339872
0,SDG_2,4.0,"143020374, 2776093933","Coral, Sea cucumber",https://marineinfo.org/id/publication/347862
1,SDG_14,4.0,"143020374, 2776093933","Coral, Sea cucumber",https://marineinfo.org/id/publication/347862
2,SDG_15,1.0,194229684,Values,https://marineinfo.org/id/publication/347862
0,SDG_3,3.0,"29730261, 2776151105","Toxicity, Oxidative stress",https://marineinfo.org/id/publication/282576
1,SDG_14,2.0,19829342,Ocean acidification,https://marineinfo.org/id/publication/282576
2,SDG_9,1.0,27881333,Biotransformation,https://marineinfo.org/id/publication/282576
0,SDG_6,3.0,2816523,Sediment,https://marineinfo.org/id/publication/312807
1,SDG_15,3.0,2778830712,Nematode,https://marineinfo.org/id/publication/312807
2,SDG_14,2.0,"136894858, 33613203","Sea ice, Seabed",https://marineinfo.org/id/publication/312807
0,SDG_3,5.0,"57992300, 2780035454, 29730261, 2780457178","Potency, Drug, Toxicity, Respiratory arrest",https://marineinfo.org/id/publication/332210
1,SDG_9,2.0,2780035454,Drug,https://marineinfo.org/id/publication/332210
0,SDG_3,4.0,"130217890, 2777929075","Biodiversity, Echinoderm",https://marineinfo.org/id/publication/350136
1,SDG_2,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/350136
2,SDG_14,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/350136
0,SDG_15,12.0,"53565203, 187604713, 2983513313, 2776191655","Species richness, Global biodiversity, Conservation planning, Ecoregion",https://marineinfo.org/id/publication/316861
1,SDG_14,10.0,"21790881, 518008717, 2776048852, 113416529","Deep sea, Arctic, Ocean Biogeographic Information System, Marine conservation",https://marineinfo.org/id/publication/316861
2,SDG_13,7.0,518008717,Arctic,https://marineinfo.org/id/publication/316861
0,SDG_15,2.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/301870
1,SDG_2,1.0,514101110,Fishing,https://marineinfo.org/id/publication/301870
2,SDG_4,1.0,106432739,Education,https://marineinfo.org/id/publication/301870
0,SDG_14,2.0,98083399,Underwater,https://marineinfo.org/id/publication/288593
1,SDG_11,1.0,115051666,Ranging,https://marineinfo.org/id/publication/288593
0,SDG_2,1.0,2776841996,Shrimp,https://marineinfo.org/id/publication/390952
1,SDG_14,1.0,2776841996,Shrimp,https://marineinfo.org/id/publication/390952
0,SDG_11,2.0,55958113,Indigenous,https://marineinfo.org/id/publication/302813
1,SDG_15,2.0,"2779043415, 187604713","Mediterranean sea, Global biodiversity",https://marineinfo.org/id/publication/302813
2,SDG_2,1.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/302813
0,SDG_14,2.0,2778902744,Diatom,https://marineinfo.org/id/publication/325238
0,SDG_3,2.0,2778732851,Tuberculosa,https://marineinfo.org/id/publication/323980
1,SDG_14,2.0,2777626579,Anthozoa,https://marineinfo.org/id/publication/323980
0,SDG_2,2.0,"2776841996, 2776093933","Shrimp, Sea cucumber",https://marineinfo.org/id/publication/391838
1,SDG_14,2.0,"2776841996, 2776093933","Shrimp, Sea cucumber",https://marineinfo.org/id/publication/391838
2,SDG_3,1.0,109051061,Biomonitoring,https://marineinfo.org/id/publication/391838
0,SDG_11,1.0,521259446,Pollution,https://marineinfo.org/id/publication/351259
1,SDG_15,1.0,194229684,Values,https://marineinfo.org/id/publication/351259
0,SDG_14,5.0,"68800169, 84766238, 21790881, 130217890, 172269249","Marine protected area, Crustacean, Deep sea, Biodiversity, Marine invertebrates",https://marineinfo.org/id/publication/364001
1,SDG_2,3.0,"68800169, 130217890, 172269249","Marine protected area, Biodiversity, Marine invertebrates",https://marineinfo.org/id/publication/364001
2,SDG_3,2.0,"130217890, 2776962539","Biodiversity, Lagging",https://marineinfo.org/id/publication/364001
0,SDG_2,9.0,"2991761137, 130217890","Coral cover, Biodiversity",https://marineinfo.org/id/publication/363348
1,SDG_14,9.0,"2991761137, 130217890","Coral cover, Biodiversity",https://marineinfo.org/id/publication/363348
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/363348
0,SDG_14,3.0,79367842,Coral reef,https://marineinfo.org/id/publication/302049
1,SDG_7,2.0,61980418,Location,https://marineinfo.org/id/publication/302049
2,SDG_8,2.0,"136264566, 18918823","Economy, Tourism",https://marineinfo.org/id/publication/302049
0,SDG_6,5.0,"75622301, 16828302, 182348080","Aquifer, Tributary, Karst",https://marineinfo.org/id/publication/351005
0,SDG_2,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/325017
1,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/325017
2,SDG_14,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/325017
0,SDG_6,4.0,"94061648, 150547873, 57442070","Wastewater, Watershed, Sewage treatment",https://marineinfo.org/id/publication/340033
1,SDG_11,3.0,"198428699, 77352025","Environmental degradation, Population growth",https://marineinfo.org/id/publication/340033
2,SDG_13,1.0,108469399,Plankton,https://marineinfo.org/id/publication/340033
0,SDG_3,1.0,37291498,Ontogeny,https://marineinfo.org/id/publication/369499
0,SDG_14,2.0,2780737616,Conservation status,https://marineinfo.org/id/publication/352334
1,SDG_3,1.0,2777929075,Echinoderm,https://marineinfo.org/id/publication/352334
0,SDG_3,6.0,"166516326, 130217890, 158710501, 989437","Gubernaculum, Biodiversity, Seta, Spicule",https://marineinfo.org/id/publication/368935
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/368935
2,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/368935
0,SDG_14,6.0,"134097258, 151152651, 136894858, 129513315, 518008717","Sea surface temperature, Marine ecosystem, Sea ice, Salinity, Arctic",https://marineinfo.org/id/publication/367286
1,SDG_6,2.0,"2816523, 37037264","Sediment, Hydrology",https://marineinfo.org/id/publication/367286
2,SDG_13,2.0,"134097258, 518008717","Sea surface temperature, Arctic",https://marineinfo.org/id/publication/367286
0,SDG_6,5.0,2816523,Sediment,https://marineinfo.org/id/publication/367168
1,SDG_11,4.0,115051666,Ranging,https://marineinfo.org/id/publication/367168
2,SDG_14,3.0,13474642,Invertebrate,https://marineinfo.org/id/publication/367168
0,SDG_2,7.0,2778939721,Oyster farming,https://marineinfo.org/id/publication/363560
1,SDG_14,7.0,2778939721,Oyster farming,https://marineinfo.org/id/publication/363560
2,SDG_6,5.0,2816523,Sediment,https://marineinfo.org/id/publication/363560
0,SDG_14,5.0,"2994382997, 2780433915","Coral species, Pocillopora",https://marineinfo.org/id/publication/367398
1,SDG_2,4.0,2994382997,Coral species,https://marineinfo.org/id/publication/367398
2,SDG_15,1.0,132124917,Species distribution,https://marineinfo.org/id/publication/367398
0,SDG_14,4.0,"2776841996, 2993244835, 2777751868","Shrimp, Marine biodiversity, Carcharhinus",https://marineinfo.org/id/publication/287831
1,SDG_2,1.0,2776841996,Shrimp,https://marineinfo.org/id/publication/287831
2,SDG_15,1.0,180395843,Rare species,https://marineinfo.org/id/publication/287831
0,SDG_14,3.0,"186699998, 158836135","Eutrophication, Zooplankton",https://marineinfo.org/id/publication/291004
1,SDG_15,2.0,"30968088, 102720910","Diversity index, Canonical correspondence analysis",https://marineinfo.org/id/publication/291004
2,SDG_2,1.0,102720910,Canonical correspondence analysis,https://marineinfo.org/id/publication/291004
0,SDG_14,2.0,2778902744,Diatom,https://marineinfo.org/id/publication/348641
0,SDG_15,2.0,22215628,Indicator species,https://marineinfo.org/id/publication/288498
1,SDG_14,1.0,2983223943,North sea,https://marineinfo.org/id/publication/288498
0,SDG_3,2.0,"59659247, 140530291","Reproduction, Dorsum",https://marineinfo.org/id/publication/287918
1,SDG_12,1.0,59659247,Reproduction,https://marineinfo.org/id/publication/287918
2,SDG_14,1.0,559758991,Algae,https://marineinfo.org/id/publication/287918
0,SDG_6,1.0,90195498,Water pollution,https://marineinfo.org/id/publication/354889
0,SDG_2,13.0,"2993685944, 72958200, 130217890","Artificial reefs, Trophic level, Biodiversity",https://marineinfo.org/id/publication/359946
1,SDG_14,12.0,"2993685944, 130217890","Artificial reefs, Biodiversity",https://marineinfo.org/id/publication/359946
2,SDG_3,4.0,130217890,Biodiversity,https://marineinfo.org/id/publication/359946
0,SDG_14,3.0,21790881,Deep sea,https://marineinfo.org/id/publication/333484
1,SDG_15,2.0,"2779043415, 53565203","Mediterranean sea, Species richness",https://marineinfo.org/id/publication/333484
2,SDG_3,1.0,2777397205,Saline,https://marineinfo.org/id/publication/333484
0,SDG_3,3.0,"2777148671, 158710501","Chaetotaxy, Seta",https://marineinfo.org/id/publication/287384
0,SDG_3,2.0,"2779357283, 136948725","Congener, Soft tissue",https://marineinfo.org/id/publication/345825
1,SDG_11,2.0,"79581498, 67805463","Suite, Sculpture",https://marineinfo.org/id/publication/345825
2,SDG_2,1.0,117480383,Atoll,https://marineinfo.org/id/publication/345825
0,SDG_9,1.0,2778857364,Missile,https://marineinfo.org/id/publication/339137
1,SDG_15,1.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/339137
0,SDG_14,16.0,"79367842, 13474642, 129513315, 84766238, 3019361399, 130217890","Coral reef, Invertebrate, Salinity, Crustacean, Barrier reef, Biodiversity",https://marineinfo.org/id/publication/232473
1,SDG_2,10.0,"3019361399, 141732470, 130217890, 68874143","Barrier reef, DNA barcoding, Biodiversity, Mangrove",https://marineinfo.org/id/publication/232473
2,SDG_3,3.0,"119421448, 130217890, 165220095","Lying, Biodiversity, Islet",https://marineinfo.org/id/publication/232473
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/331879
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/331879
2,SDG_14,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/331879
0,SDG_14,1.0,84766238,Crustacean,https://marineinfo.org/id/publication/288548
0,SDG_14,8.0,"130217890, 2986842804, 84766238","Biodiversity, Black sea, Crustacean",https://marineinfo.org/id/publication/339623
1,SDG_2,5.0,"130217890, 2986842804","Biodiversity, Black sea",https://marineinfo.org/id/publication/339623
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/339623
0,SDG_3,5.0,2778004798,Beak,https://marineinfo.org/id/publication/347596
0,SDG_2,1.0,115961737,Juvenile,https://marineinfo.org/id/publication/363355
0,SDG_2,4.0,"2781288472, 2983338891, 3019955603","Coral Triangle, Great barrier reef, Fish species",https://marineinfo.org/id/publication/287744
1,SDG_14,4.0,"2781288472, 2983338891, 3019955603","Coral Triangle, Great barrier reef, Fish species",https://marineinfo.org/id/publication/287744
0,SDG_14,7.0,2778902744,Diatom,https://marineinfo.org/id/publication/348126
1,SDG_6,5.0,2780797713,Water quality,https://marineinfo.org/id/publication/348126
2,SDG_2,1.0,72958200,Trophic level,https://marineinfo.org/id/publication/348126
0,SDG_2,2.0,"141732470, 2779427562","DNA barcoding, Chondrichthyes",https://marineinfo.org/id/publication/367402
1,SDG_14,1.0,2779427562,Chondrichthyes,https://marineinfo.org/id/publication/367402
0,SDG_14,12.0,"79367842, 130217890, 2983338891","Coral reef, Biodiversity, Great barrier reef",https://marineinfo.org/id/publication/304374
1,SDG_2,6.0,"130217890, 2983338891","Biodiversity, Great barrier reef",https://marineinfo.org/id/publication/304374
2,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/304374
0,SDG_2,1.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/292700
1,SDG_11,1.0,115051666,Ranging,https://marineinfo.org/id/publication/292700
2,SDG_14,1.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/292700
0,SDG_3,1.0,103790658,Protoplasm,https://marineinfo.org/id/publication/347938
1,SDG_14,1.0,129513315,Salinity,https://marineinfo.org/id/publication/347938
0,SDG_14,1.0,2985189572,Indian ocean,https://marineinfo.org/id/publication/359977
0,SDG_14,4.0,"21790881, 130217890","Deep sea, Biodiversity",https://marineinfo.org/id/publication/312823
1,SDG_15,4.0,2778830712,Nematode,https://marineinfo.org/id/publication/312823
2,SDG_2,3.0,"115961737, 130217890","Juvenile, Biodiversity",https://marineinfo.org/id/publication/312823
0,SDG_2,12.0,"77044568, 2776093933, 152613627, 24061886","Reef, Sea cucumber, Overexploitation, Overfishing",https://marineinfo.org/id/publication/291118
1,SDG_14,11.0,"77044568, 2776093933, 24061886","Reef, Sea cucumber, Overfishing",https://marineinfo.org/id/publication/291118
2,SDG_13,8.0,77044568,Reef,https://marineinfo.org/id/publication/291118
0,SDG_2,5.0,77044568,Reef,https://marineinfo.org/id/publication/367822
1,SDG_13,5.0,77044568,Reef,https://marineinfo.org/id/publication/367822
2,SDG_14,5.0,77044568,Reef,https://marineinfo.org/id/publication/367822
0,SDG_14,3.0,"505870484, 2988134249, 108469399","Fishery, Deep water, Plankton",https://marineinfo.org/id/publication/295253
1,SDG_2,1.0,505870484,Fishery,https://marineinfo.org/id/publication/295253
2,SDG_13,1.0,108469399,Plankton,https://marineinfo.org/id/publication/295253
0,SDG_2,1.0,141732470,DNA barcoding,https://marineinfo.org/id/publication/347618
1,SDG_11,1.0,541528975,Cycling,https://marineinfo.org/id/publication/347618
2,SDG_13,1.0,501529594,Carbon,https://marineinfo.org/id/publication/347618
0,SDG_3,3.0,2776759703,Longevity,https://marineinfo.org/id/publication/287689
0,SDG_3,2.0,"2776410716, 2779631027","Stylet, Digenea",https://marineinfo.org/id/publication/294134
0,SDG_14,4.0,"21790881, 33613203, 130217890","Deep sea, Seabed, Biodiversity",https://marineinfo.org/id/publication/347852
1,SDG_3,2.0,"130217890, 2778818304","Biodiversity, Rehabilitation",https://marineinfo.org/id/publication/347852
2,SDG_6,2.0,2816523,Sediment,https://marineinfo.org/id/publication/347852
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/287653
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/287653
2,SDG_14,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/287653
0,SDG_3,7.0,"501593827, 2779548794, 2779607525, 149172746","Antibiotics, Antifungal, Methanol, Efficacy",https://marineinfo.org/id/publication/325087
1,SDG_15,2.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/325087
0,SDG_2,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/366815
1,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/366815
2,SDG_14,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/366815
0,SDG_11,2.0,"2780401329, 39853841","Microplastics, Urbanization",https://marineinfo.org/id/publication/360119
1,SDG_6,1.0,2780401329,Microplastics,https://marineinfo.org/id/publication/360119
2,SDG_14,1.0,2780401329,Microplastics,https://marineinfo.org/id/publication/360119
0,SDG_14,2.0,"21790881, 2776841996","Deep sea, Shrimp",https://marineinfo.org/id/publication/380424
1,SDG_2,1.0,2776841996,Shrimp,https://marineinfo.org/id/publication/380424
2,SDG_3,1.0,20706518,Rostrum,https://marineinfo.org/id/publication/380424
0,SDG_3,2.0,"122246415, 98713420","Maxilla, Crista",https://marineinfo.org/id/publication/304365
0,SDG_3,1.0,2775889985,Labrum,https://marineinfo.org/id/publication/304028
0,SDG_3,2.0,"2775965924, 2781471917","Ascidiacea, Gonad",https://marineinfo.org/id/publication/312463
0,SDG_15,1.0,194229684,Values,https://marineinfo.org/id/publication/347745
0,SDG_3,2.0,"2777113906, 155977592","Planaria, Stereo microscope",https://marineinfo.org/id/publication/367547
1,SDG_6,2.0,2780797713,Water quality,https://marineinfo.org/id/publication/367547
2,SDG_11,1.0,521259446,Pollution,https://marineinfo.org/id/publication/367547
0,SDG_14,7.0,"11693305, 2777774347, 2984306683, 2983223943, 130217890","Coastal flood, Sea level rise, Coastal zone, North sea, Biodiversity",https://marineinfo.org/id/publication/240024
1,SDG_3,6.0,"129301982, 130217890","Biological value, Biodiversity",https://marineinfo.org/id/publication/240024
2,SDG_2,3.0,"130217890, 152382732","Biodiversity, Shore",https://marineinfo.org/id/publication/240024
0,SDG_11,4.0,39853841,Urbanization,https://marineinfo.org/id/publication/339549
1,SDG_14,2.0,2993244835,Marine biodiversity,https://marineinfo.org/id/publication/339549
2,SDG_15,1.0,53565203,Species richness,https://marineinfo.org/id/publication/339549
0,SDG_14,5.0,"33613203, 130217890","Seabed, Biodiversity",https://marineinfo.org/id/publication/348344
1,SDG_15,5.0,"58941895, 2778830712, 194229684","Ecosystem services, Nematode, Values",https://marineinfo.org/id/publication/348344
2,SDG_2,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/348344
0,SDG_11,1.0,115051666,Ranging,https://marineinfo.org/id/publication/366512
1,SDG_13,1.0,2988298649,Extreme events,https://marineinfo.org/id/publication/366512
0,SDG_15,2.0,"24518262, 53565203","Threatened species, Species richness",https://marineinfo.org/id/publication/366407
1,SDG_2,1.0,113513581,Exclusive economic zone,https://marineinfo.org/id/publication/366407
2,SDG_7,1.0,188573790,Renewable energy,https://marineinfo.org/id/publication/366407
0,SDG_14,7.0,"2780495617, 68800169, 77044568, 3019955603","Marine life, Marine protected area, Reef, Fish species",https://marineinfo.org/id/publication/383566
1,SDG_2,6.0,"68800169, 77044568, 3019955603","Marine protected area, Reef, Fish species",https://marineinfo.org/id/publication/383566
2,SDG_13,4.0,77044568,Reef,https://marineinfo.org/id/publication/383566
0,SDG_14,2.0,13474642,Invertebrate,https://marineinfo.org/id/publication/288581
1,SDG_3,1.0,2776767524,Naididae,https://marineinfo.org/id/publication/288581
0,SDG_3,1.0,2780597408,Cyst,https://marineinfo.org/id/publication/366325
0,SDG_3,1.0,2780091579,Kidney,https://marineinfo.org/id/publication/291005
0,SDG_2,3.0,"505870484, 2776841996, 3019955603","Fishery, Shrimp, Fish species",https://marineinfo.org/id/publication/316932
1,SDG_14,3.0,"505870484, 2776841996, 3019955603","Fishery, Shrimp, Fish species",https://marineinfo.org/id/publication/316932
0,SDG_14,2.0,2985189572,Indian ocean,https://marineinfo.org/id/publication/322624
0,SDG_14,8.0,"130217890, 108469399","Biodiversity, Plankton",https://marineinfo.org/id/publication/351388
1,SDG_13,6.0,108469399,Plankton,https://marineinfo.org/id/publication/351388
2,SDG_2,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/351388
0,SDG_13,3.0,108469399,Plankton,https://marineinfo.org/id/publication/288171
1,SDG_14,3.0,108469399,Plankton,https://marineinfo.org/id/publication/288171
2,SDG_2,2.0,60359462,Extinction,https://marineinfo.org/id/publication/288171
0,SDG_14,1.0,2983223943,North sea,https://marineinfo.org/id/publication/312485
0,SDG_14,2.0,"2988134249, 98083399","Deep water, Underwater",https://marineinfo.org/id/publication/100534
1,SDG_3,1.0,39300077,Breathing,https://marineinfo.org/id/publication/100534
0,SDG_2,2.0,"161153951, 514101110","Gill, Fishing",https://marineinfo.org/id/publication/339946
1,SDG_3,2.0,"161153951, 147583825","Gill, Body weight",https://marineinfo.org/id/publication/339946
2,SDG_14,2.0,"161153951, 514101110","Gill, Fishing",https://marineinfo.org/id/publication/339946
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/332181
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/332181
2,SDG_9,1.0,22607594,Enabling,https://marineinfo.org/id/publication/332181
0,SDG_15,4.0,2778830712,Nematode,https://marineinfo.org/id/publication/312995
1,SDG_2,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/312995
2,SDG_3,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/312995
0,SDG_9,1.0,110407247,Inertia,https://marineinfo.org/id/publication/363798
0,SDG_3,2.0,2777334680,Nocturnal,https://marineinfo.org/id/publication/391809
1,SDG_14,2.0,"559758991, 172269249","Algae, Marine invertebrates",https://marineinfo.org/id/publication/391809
2,SDG_2,1.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/391809
0,SDG_14,3.0,21790881,Deep sea,https://marineinfo.org/id/publication/354810
0,SDG_14,2.0,"186699998, 13474642","Eutrophication, Invertebrate",https://marineinfo.org/id/publication/291384
1,SDG_6,1.0,94747663,Spatial variability,https://marineinfo.org/id/publication/291384
0,SDG_11,1.0,67805463,Sculpture,https://marineinfo.org/id/publication/320005
1,SDG_14,1.0,2985189572,Indian ocean,https://marineinfo.org/id/publication/320005
0,SDG_13,2.0,518008717,Arctic,https://marineinfo.org/id/publication/363402
1,SDG_14,2.0,518008717,Arctic,https://marineinfo.org/id/publication/363402
2,SDG_3,1.0,2775899829,Globe,https://marineinfo.org/id/publication/363402
0,SDG_2,1.0,60359462,Extinction,https://marineinfo.org/id/publication/290013
1,SDG_15,1.0,60359462,Extinction,https://marineinfo.org/id/publication/290013
0,SDG_15,3.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/282416
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/282416
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/282416
0,SDG_14,1.0,158836135,Zooplankton,https://marineinfo.org/id/publication/310879
0,SDG_11,1.0,411171,Habitus,https://marineinfo.org/id/publication/292004
